episode,train goal?,train time (ms),train reward,train step,val goal?,val reward,val step
1,,110.0270000006276,-414.7129999999879,3125,,-3.124999999999767,3125
2,,142.68800000081683,-272.8550000000052,3125,,-3.124999999999767,3125
3,,127.18099999983679,-161.96600000000961,3125,,-3.124999999999767,3125
4,yes,98.2770000000528,-137.11200000000437,2248,,-3.124999999999767,3125
5,yes,53.79099999936443,-43.002999999999396,1046,,-3.124999999999767,3125
6,yes,33.735999999407795,-35.778000000000155,814,,-3.124999999999767,3125
7,yes,21.966000000247732,-42.548999999999815,592,,-3.124999999999767,3125
8,yes,75.05000000037398,-82.51800000000176,1600,,-3.124999999999767,3125
9,yes,39.060000000063155,-24.888999999999672,914,,-3.124999999999767,3125
10,yes,53.72799999986455,-55.29399999999878,1349,,-3.124999999999767,3125
11,yes,24.902999999540043,-26.521999999999927,549,,-3.124999999999767,3125
12,yes,29.86999999939144,-32.71699999999967,750,,-3.124999999999767,3125
13,yes,17.823999999563966,-26.33900000000014,366,,-3.124999999999767,3125
14,yes,29.915000000073633,-39.56299999999943,603,,-3.124999999999767,3125
15,yes,17.730999999912456,-14.445999999999877,461,,-3.124999999999767,3125
16,yes,7.638999999471707,-1.185999999999996,188,,-3.124999999999767,3125
17,yes,5.846000000019558,-0.1330000000000001,134,,-3.124999999999767,3125
18,yes,17.036000000189233,-10.39999999999986,411,,-3.124999999999767,3125
19,yes,9.855999999672349,-29.203000000000078,233,,-3.124999999999767,3125
20,yes,27.541999999812106,-16.527999999999885,545,,-3.124999999999767,3125
21,yes,18.576000000393833,-18.47400000000008,493,,-3.124999999999767,3125
22,yes,14.208000000508036,-24.356000000000385,381,,-3.124999999999767,3125
23,yes,69.82299999981478,-65.44999999999987,1515,,-3.124999999999767,3125
24,yes,12.942000000293774,-11.261999999999997,274,,-3.124999999999767,3125
25,yes,21.86800000072253,-18.373000000000093,392,,-3.124999999999767,3125
26,yes,11.6280000002007,-3.2419999999999742,246,,-3.124999999999767,3125
27,yes,35.068000000137545,-12.700999999999963,714,,-3.124999999999767,3125
28,yes,15.436000000590866,-19.40499999999995,425,,-3.124999999999767,3125
29,yes,33.37400000054913,-33.78399999999999,818,,-3.124999999999767,3125
30,yes,24.384999999711,-27.58100000000012,609,,-3.124999999999767,3125
31,yes,15.407999999297317,-18.312999999999953,332,,-3.124999999999767,3125
32,yes,11.736000000382774,-2.292999999999984,296,,-3.124999999999767,3125
33,yes,12.198999999782245,-26.31000000000011,337,,-3.124999999999767,3125
34,yes,8.428000000094471,-19.20600000000011,226,,-3.124999999999767,3125
35,yes,7.59100000050239,-15.19199999999991,208,,-3.124999999999767,3125
36,yes,31.032999999297317,-24.570000000000167,595,,-3.124999999999767,3125
37,yes,22.13500000016211,-3.3059999999999765,310,,-3.124999999999767,3125
38,yes,14.962000000195985,-8.32900000000006,338,,-3.124999999999767,3125
39,yes,7.329000000027008,-9.195999999999936,206,,-3.124999999999767,3125
40,yes,7.1559999996679835,-5.2040000000000175,210,,-3.124999999999767,3125
41,yes,27.89799999936804,-26.687000000000424,714,,-3.124999999999767,3125
42,yes,11.4610000000539,-7.265000000000044,273,,-3.124999999999767,3125
43,yes,15.10599999983242,-7.362000000000044,370,,-3.124999999999767,3125
44,yes,10.79699999991135,-11.215999999999939,228,,-3.124999999999767,3125
45,yes,13.705999999729102,-6.364000000000064,371,,-3.124999999999767,3125
46,yes,10.229999999864958,-10.258000000000003,269,,-3.124999999999767,3125
47,yes,13.423999999758962,-5.358000000000023,364,,-3.124999999999767,3125
48,yes,5.22000000000844,-5.130000000000019,136,,-3.124999999999767,3125
49,yes,17.581000000063796,-39.45600000000008,496,,-3.124999999999767,3125
50,yes,11.512000000038825,-8.221999999999962,231,,-3.124999999999767,3125
51,yes,7.60199999967881,-8.14399999999998,153,,-3.124999999999767,3125
52,yes,20.195999999486958,-13.38399999999996,398,,-3.124999999999767,3125
53,yes,9.67300000047544,-1.2059999999999949,208,,-3.124999999999767,3125
54,yes,9.247999999388412,-30.23700000000004,268,,-3.124999999999767,3125
55,yes,7.713999999396037,-6.172999999999999,180,,-3.124999999999767,3125
56,yes,24.892999999792664,-11.533999999999875,546,,-3.124999999999767,3125
57,yes,7.934999999633874,-8.148000000000039,157,,-3.124999999999767,3125
58,yes,9.756999999808613,-12.216999999999963,230,,-3.124999999999767,3125
59,yes,6.533000000672473,-3.1639999999999824,168,,-3.124999999999767,3125
60,yes,13.563000000431202,-23.281000000000226,305,,-3.124999999999767,3125
61,yes,11.647000000266416,-7.221000000000067,229,,-3.124999999999767,3125
62,yes,6.693000000268512,-13.152999999999986,167,,-3.124999999999767,3125
63,yes,9.015999999974156,-7.245000000000063,253,,-3.124999999999767,3125
64,yes,19.908000000214088,-20.384000000000036,405,,-3.124999999999767,3125
65,yes,8.823999999549414,-9.203999999999963,214,,-3.124999999999767,3125
66,yes,6.002000000080443,-2.1389999999999927,142,,-3.124999999999767,3125
67,yes,6.384000000252854,-7.134000000000004,142,,-3.124999999999767,3125
68,yes,4.261000000042259,-2.0929999999999938,96,,-3.124999999999767,3125
69,yes,17.520000000331493,-25.319000000000145,345,,-3.124999999999767,3125
70,yes,7.254000000102678,-4.160999999999998,166,,-3.124999999999767,3125
71,yes,10.36400000066351,-14.240999999999877,256,,-3.124999999999767,3125
72,yes,17.898999999488296,-15.354999999999892,371,,-3.124999999999767,3125
73,yes,9.194999999635911,-1.1839999999999862,186,,-3.124999999999767,3125
74,yes,14.333000000078755,-9.252000000000002,262,,-3.124999999999767,3125
75,yes,13.80200000039622,-8.284999999999961,294,,-3.124999999999767,3125
76,yes,12.845999999626656,-17.265999999999885,284,,-3.124999999999767,3125
